occurrence_id	taxon_id	sex	life stage	locality
C31372	T22884	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58711	T22884		http://www.ebi.ac.uk/efo/EFO_0001272	
C31394	T22897	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56564	T22897		http://www.ebi.ac.uk/efo/EFO_0001272	
C31398	T22899	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C31406	T22903	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55301	T22903	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31408	T22904	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55166	T22904	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31412	T22906	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55302	T22906	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31414	T22907	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55901	T22907	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31418	T22909	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C54974	T22909	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31420	T22910	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55776	T22910	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31423	T22912	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55984	T22912	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31425	T22913	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55241	T22913	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31429	T22915	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55102	T22915	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31431	T22916	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55309	T22916	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31433	T22917	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55926	T22917	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31439	T22920	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55706	T22920	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31441	T22921	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55863	T22921	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31443	T22922	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55924	T22922	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31445	T22923	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55779	T22923	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31453	T22927	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57763	T22927		http://www.ebi.ac.uk/efo/EFO_0001272	
C31457	T22929	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57696	T22929		http://www.ebi.ac.uk/efo/EFO_0001272	
C31497	T22961	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55905	T22961	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31502	T22965	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56255	T22965	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C58695	T22965		http://www.ebi.ac.uk/efo/EFO_0001272	
C31503	T22966	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55621	T22966	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31505	T22967	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55584	T22967	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31507	T22969	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55660	T22969	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31510	T22972	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55895	T22972	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31647	T23053	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C31662	T23063	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C31671	T23068	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58997	T23068		http://www.ebi.ac.uk/efo/EFO_0001272	
C31696	T23083	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55247	T23083	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31720	T23096	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31736	T23104	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31743	T23108	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55526	T23108	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31750	T23113	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55564	T23113	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31752	T23114	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31753	T23115	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C31755	T23117	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55434	T23117	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31758	T23119	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31760	T23121	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55669	T23121	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31779	T23139	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55525	T23139	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31821	T23164	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55969	T23164	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31888	T23207	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57397	T23207		http://www.ebi.ac.uk/efo/EFO_0001272	
C31922	T23225	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C31925	T23227	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57315	T23227		http://www.ebi.ac.uk/efo/EFO_0001272	
C31934	T23232	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57454	T23232		http://www.ebi.ac.uk/efo/EFO_0001272	
C31938	T23235	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57530	T23235		http://www.ebi.ac.uk/efo/EFO_0001272	
C31939	T23236	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57531	T23236		http://www.ebi.ac.uk/efo/EFO_0001272	
C31940	T23237	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57220	T23237		http://www.ebi.ac.uk/efo/EFO_0001272	
C31948	T23241	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56867	T23241		http://www.ebi.ac.uk/efo/EFO_0001272	
C31969	T23252	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57497	T23252		http://www.ebi.ac.uk/efo/EFO_0001272	
C31978	T23257	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58620	T23257		http://www.ebi.ac.uk/efo/EFO_0001272	
C31981	T23259	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57556	T23259		http://www.ebi.ac.uk/efo/EFO_0001272	
C31982	T23260	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57475	T23260		http://www.ebi.ac.uk/efo/EFO_0001272	
C31984	T23261	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57496	T23261		http://www.ebi.ac.uk/efo/EFO_0001272	
C31992	T23265	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56710	T23265		http://www.ebi.ac.uk/efo/EFO_0001272	
C32000	T23269	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57340	T23269		http://www.ebi.ac.uk/efo/EFO_0001272	
C32017	T23278	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57256	T23278		http://www.ebi.ac.uk/efo/EFO_0001272	
C32042	T23291	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57389	T23291		http://www.ebi.ac.uk/efo/EFO_0001272	
C32054	T23298	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57300	T23298		http://www.ebi.ac.uk/efo/EFO_0001272	
C32057	T23300	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57324	T23300		http://www.ebi.ac.uk/efo/EFO_0001272	
C32068	T23306	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57662	T23306		http://www.ebi.ac.uk/efo/EFO_0001272	
C32085	T23316	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57753	T23316		http://www.ebi.ac.uk/efo/EFO_0001272	
C32087	T23317	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58617	T23317		http://www.ebi.ac.uk/efo/EFO_0001272	
C32093	T23320	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57411	T23320		http://www.ebi.ac.uk/efo/EFO_0001272	
C32095	T23321	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57197	T23321		http://www.ebi.ac.uk/efo/EFO_0001272	
C32099	T23323	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56568	T23323		http://www.ebi.ac.uk/efo/EFO_0001272	
C32101	T23324	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56873	T23324		http://www.ebi.ac.uk/efo/EFO_0001272	
C32109	T23328	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57410	T23328		http://www.ebi.ac.uk/efo/EFO_0001272	
C32124	T23336	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58599	T23336		http://www.ebi.ac.uk/efo/EFO_0001272	
C32132	T23341	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57868	T23341		http://www.ebi.ac.uk/efo/EFO_0001272	
C32138	T23344	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57437	T23344		http://www.ebi.ac.uk/efo/EFO_0001272	
C32151	T23354	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58633	T23354		http://www.ebi.ac.uk/efo/EFO_0001272	
C32160	T23360	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57528	T23360		http://www.ebi.ac.uk/efo/EFO_0001272	
C32168	T23365	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57488	T23365		http://www.ebi.ac.uk/efo/EFO_0001272	
C32173	T23369	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57549	T23369		http://www.ebi.ac.uk/efo/EFO_0001272	
C32186	T23377	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55966	T23377	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32192	T23380	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32227	T23397	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56166	T23397	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32259	T23416	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C54969	T23416	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32279	T23427	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56669	T23427		http://www.ebi.ac.uk/efo/EFO_0001272	
C32280	T23428	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32289	T23433	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32308	T23443	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56896	T23443		http://www.ebi.ac.uk/efo/EFO_0001272	
C32311	T23445	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32313	T23446	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55289	T23446	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32316	T23448	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55721	T23448	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32319	T23450	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57710	T23450		http://www.ebi.ac.uk/efo/EFO_0001272	
C32327	T23454	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57440	T23454		http://www.ebi.ac.uk/efo/EFO_0001272	
C32339	T23460	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55608	T23460	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32350	T23467	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55778	T23467	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32354	T23469	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55609	T23469	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32361	T23473	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56120	T23473	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32381	T23486	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56773	T23486		http://www.ebi.ac.uk/efo/EFO_0001272	
C32395	T23495	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32413	T23506	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56225	T23506	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32429	T23515	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58893	T23515		http://www.ebi.ac.uk/efo/EFO_0001272	
C32431	T23516	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57430	T23516		http://www.ebi.ac.uk/efo/EFO_0001272	
C32435	T23518	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58999	T23518		http://www.ebi.ac.uk/efo/EFO_0001272	
C32437	T23519	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55725	T23519	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32441	T23522	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32444	T23522		http://www.ebi.ac.uk/efo/EFO_0001272	
C57282	T23522		http://www.ebi.ac.uk/efo/EFO_0001272	
C32490	T23550	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32535	T23574	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32537	T23574	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57923	T23574		http://www.ebi.ac.uk/efo/EFO_0001272	
C58773	T23574		http://www.ebi.ac.uk/efo/EFO_0001272	
C32538	T23575	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C59017	T23575		http://www.ebi.ac.uk/efo/EFO_0001272	
C32566	T23590	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55567	T23590	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32596	T23608	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56634	T23608		http://www.ebi.ac.uk/efo/EFO_0001272	
C32612	T23619	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32613	T23620	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32615	T23621	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32617	T23622	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32621	T23624	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58939	T23624		http://www.ebi.ac.uk/efo/EFO_0001272	
C32623	T23625	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57604	T23625		http://www.ebi.ac.uk/efo/EFO_0001272	
C32625	T23626	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58552	T23626		http://www.ebi.ac.uk/efo/EFO_0001272	
C32627	T23627	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57953	T23627		http://www.ebi.ac.uk/efo/EFO_0001272	
C32629	T23628	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C59214	T23628		http://www.ebi.ac.uk/efo/EFO_0001272	
C32637	T23632	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57584	T23632		http://www.ebi.ac.uk/efo/EFO_0001272	
C32639	T23633	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57916	T23633		http://www.ebi.ac.uk/efo/EFO_0001272	
C32643	T23635	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32646	T23637	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C59114	T23637		http://www.ebi.ac.uk/efo/EFO_0001272	
C32653	T23642	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32680	T23662	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58909	T23662		http://www.ebi.ac.uk/efo/EFO_0001272	
C32729	T23696	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32730	T23696		http://www.ebi.ac.uk/efo/EFO_0001272	
C56420	T23696		http://www.ebi.ac.uk/efo/EFO_0001272	
C32741	T23702	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55007	T23702	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32742	T23703	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32743	T23704	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C54955	T23704	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32744	T23705	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55671	T23705	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32822	T23754	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55673	T23754	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32835	T23764	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58556	T23764		http://www.ebi.ac.uk/efo/EFO_0001272	
C32837	T23765	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C55866	T23765	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32839	T23766	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58812	T23766		http://www.ebi.ac.uk/efo/EFO_0001272	
C32848	T23770	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32860	T23775	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32870	T23781	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32872	T23782	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56248	T23782	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C58684	T23782		http://www.ebi.ac.uk/efo/EFO_0001272	
C32876	T23784	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56108	T23784	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	
C32881	T23787	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57578	T23787		http://www.ebi.ac.uk/efo/EFO_0001272	
C32885	T23789	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C58537	T23789		http://www.ebi.ac.uk/efo/EFO_0001272	
C32972	T23834	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56689	T23834		http://www.ebi.ac.uk/efo/EFO_0001272	
C32975	T23835	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56454	T23835		http://www.ebi.ac.uk/efo/EFO_0001272	
C32978	T23836	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56436	T23836		http://www.ebi.ac.uk/efo/EFO_0001272	
C32981	T23837	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57217	T23837		http://www.ebi.ac.uk/efo/EFO_0001272	
C32984	T23838	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32987	T23839	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56812	T23839		http://www.ebi.ac.uk/efo/EFO_0001272	
C32990	T23840	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C32993	T23841	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56443	T23841		http://www.ebi.ac.uk/efo/EFO_0001272	
C32996	T23842	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C56401	T23842		http://www.ebi.ac.uk/efo/EFO_0001272	
C33004	T23845	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C33040	T23867	http://purl.obolibrary.org/obo/PATO_0000384	http://www.ebi.ac.uk/efo/EFO_0001272	
C57685	T23867		http://www.ebi.ac.uk/efo/EFO_0001272	
